Periodo,Grupo,Producto,Super,Precio
2025-06-01,Cuidado Personal,repelente de mosquitos spray Off! (177 cm3),Tienda Inglesa,520.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Devoto,447.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Disco,447.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),El Clon,425.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),El Dorado,447.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),FarmaGlobal,471.2
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Farmashop,444.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Macro,422.2
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Pigalle,445.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Red Expres,429.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Red Market,429.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),San Roque,456.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Ta - Ta,456.0
2025-06-01,Cuidado Personal,shampoo comun Dove original (400 ml.),Tienda Inglesa,343.5
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Devoto,261.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Disco,249.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),El Dorado,325.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),FarmaGlobal,400.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Farmashop,355.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Macro,358.1
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Pigalle,355.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Red Expres,329.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Red Market,183.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),San Roque,355.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Ta - Ta,362.0
2025-06-01,Cuidado Personal,shampoo comun Fructis (envase 350 ml.),Tienda Inglesa,355.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Devoto,477.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Disco,457.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),El Clon,419.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),El Dorado,489.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),FarmaGlobal,460.8
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Farmashop,484.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Macro,366.8
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Micro Macro,366.8
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Pigalle,399.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Red Expres,419.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Red Market,447.5
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),San Roque,460.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Ta - Ta,527.0
2025-06-01,Cuidado Personal,shampoo comun Pantene (400 ml.),Tienda Inglesa,509.0
2025-06-01,Cuidado Personal,shampoo comun Sedal (envase 350 ml.),El Dorado,233.0
2025-06-01,Cuidado Personal,shampoo comun Sedal (envase 350 ml.),FarmaGlobal,201.0
2025-06-01,Cuidado Personal,shampoo comun Sedal (envase 350 ml.),Frog,213.0
2025-06-01,Cuidado Personal,shampoo comun Sedal (envase 350 ml.),Red Expres,232.0
2025-06-01,Cuidado Personal,shampoo comun Sedal (envase 350 ml.),Red Market,207.0
2025-06-01,Cuidado Personal,shampoo comun Sedal (envase 350 ml.),Tienda Inglesa,211.0
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),Devoto,204.0
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),Disco,204.0
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),El Clon,155.0
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),El Dorado,179.9
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),FarmaGlobal,177.0
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),Micro Macro,156.7
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),Red Expres,165.0
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),Red Market,170.0
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),Ta - Ta,179.0
2025-06-01,Cuidado Personal,shampoo comun Suave (envase 930 ml.),Tienda Inglesa,222.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Devoto,439.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Disco,439.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),El Dorado,439.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),FarmaGlobal,520.1
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Frog,399.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Macro,417.8
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Pigalle,425.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Red Expres,347.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Red Market,350.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),San Roque,477.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Ta - Ta,418.0
2025-06-01,Cuidado Personal,talco comun Johnson & johnson (200 grs.),Tienda Inglesa,496.0
2025-06-01,Cuidado Personal,talco comun Xanapie (175 ml.),Devoto,208.0
2025-06-01,Cuidado Personal,talco comun Xanapie (175 ml.),Disco,208.0
2025-06-01,Cuidado Personal,talco comun Xanapie (175 ml.),El Clon,179.0
2025-06-01,Cuidado Personal,talco comun Xanapie (175 ml.),El Dorado,207.0
2025-06-01,Cuidado Personal,talco comun Xanapie (175 ml.),Red Expres,180.0
2025-06-01,Cuidado Personal,talco comun Xanapie (175 ml.),Red Market,132.5
2025-06-01,Cuidado Personal,talco comun Xanapie (175 ml.),San Roque,229.0
2025-06-01,Cuidado Personal,talco comun Xanapie (175 ml.),Ta - Ta,213.0
2025-06-01,Cuidado Personal,talco comun Xanapie (180 grs.),El Clon,85.0
2025-06-01,Cuidado Personal,talco comun Xanapie (180 grs.),FarmaGlobal,112.2
2025-06-01,Cuidado Personal,talco comun Xanapie (180 grs.),Farmashop,108.0
2025-06-01,Cuidado Personal,talco comun Xanapie (180 grs.),Pigalle,105.0
2025-06-01,Cuidado Personal,talco comun Xanapie (180 grs.),Red Expres,105.0
2025-06-01,Cuidado Personal,talco comun Xanapie (180 grs.),Red Market,89.0
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Devoto,686.0
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Disco,549.0
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),El Dorado,549.0
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Farmashop,799.0
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Macro,444.7
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Micro Macro,444.7
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Red Expres,768.0
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Red Market,362.5
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Ta - Ta,799.0
2025-06-01,Cuidado Personal,tinta comun Excellence (1 unidad),Tienda Inglesa,559.3
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Devoto,299.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Disco,199.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),El Dorado,199.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),FarmaGlobal,317.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Farmashop,317.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Macro,203.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Micro Macro,219.2
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Pigalle,229.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Red Expres,289.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Red Market,256.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),San Roque,317.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Ta - Ta,299.0
2025-06-01,Cuidado Personal,tinta comun Garnier (1 unidad),Tienda Inglesa,221.9
2025-06-01,Cuidado Personal,tinta comun Issue (1 unidad),FarmaGlobal,148.1
2025-06-01,Cuidado Personal,tinta comun Issue (1 unidad),Farmashop,215.0
2025-06-01,Cuidado Personal,tinta comun Issue (1 unidad),Macro,181.8
2025-06-01,Cuidado Personal,tinta comun Issue (1 unidad),Pigalle,215.0
2025-06-01,Cuidado Personal,tinta comun Issue (1 unidad),Red Expres,115.0
2025-06-01,Cuidado Personal,tinta comun Issue (1 unidad),Ta - Ta,209.0
2025-06-01,Cuidado Personal,tinta comun Issue (1 unidad),Tienda Inglesa,231.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),Devoto,161.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),Disco,156.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),El Clon,179.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),El Dorado,163.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),FarmaGlobal,125.8
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),Farmashop,142.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),Macro,153.7
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),Red Expres,137.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),Red Market,145.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),San Roque,204.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),Ta - Ta,156.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Ladysoft (16 unidades),Tienda Inglesa,133.5
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Devoto,150.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Disco,150.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),El Clon,165.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),El Dorado,159.9
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),FarmaGlobal,186.1
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Frog,170.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Macro,141.8
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Micro Macro,153.1
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Pigalle,159.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Red Expres,144.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Red Market,150.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Ta - Ta,153.0
2025-06-01,Cuidado Personal,toallitas y tampones comun Siempre libre (8 unidades),Tienda Inglesa,113.4
2025-06-01,Frutas Y Verduras,banana brasil Sin marca (1 kg.),Devoto,71.0
2025-06-01,Frutas Y Verduras,banana brasil Sin marca (1 kg.),Disco,69.0
2025-06-01,Frutas Y Verduras,banana brasil Sin marca (1 kg.),Red Market,51.0
2025-06-01,Frutas Y Verduras,banana ecuador Sin marca (1 kg.),Macro,118.9
2025-06-01,Frutas Y Verduras,banana ecuador Sin marca (1 kg.),Micro Macro,118.9
2025-06-01,Frutas Y Verduras,banana ecuador Sin marca (1 kg.),Red Market,103.0
2025-06-01,Frutas Y Verduras,banana ecuador Sin marca (1 kg.),Ta - Ta,119.0
2025-06-01,Frutas Y Verduras,banana ecuador Sin marca (1 kg.),Tienda Inglesa,95.0
2025-06-01,Frutas Y Verduras,lechuga crespa Sin marca (1 unidad),Devoto,40.0
2025-06-01,Frutas Y Verduras,lechuga crespa Sin marca (1 unidad),Disco,39.0
2025-06-01,Frutas Y Verduras,lechuga crespa Sin marca (1 unidad),Macro,41.9
2025-06-01,Frutas Y Verduras,lechuga crespa Sin marca (1 unidad),Micro Macro,41.9
2025-06-01,Frutas Y Verduras,lechuga crespa Sin marca (1 unidad),Ta - Ta,53.6
2025-06-01,Frutas Y Verduras,lechuga crespa Sin marca (1 unidad),Tienda Inglesa,49.0
2025-06-01,Frutas Y Verduras,lechuga mantecosa Sin marca (1 unidad),Macro,41.9
2025-06-01,Frutas Y Verduras,lechuga mantecosa Sin marca (1 unidad),Micro Macro,41.9
2025-06-01,Frutas Y Verduras,lechuga mantecosa Sin marca (1 unidad),Red Market,32.0
2025-06-01,Frutas Y Verduras,lechuga mantecosa Sin marca (1 unidad),Ta - Ta,39.0
2025-06-01,Frutas Y Verduras,lechuga mantecosa Sin marca (1 unidad),Tienda Inglesa,49.0
2025-06-01,Frutas Y Verduras,manzana fuji Sin marca (1 kg.),Devoto,143.0
2025-06-01,Frutas Y Verduras,manzana fuji Sin marca (1 kg.),Disco,139.0
2025-06-01,Frutas Y Verduras,manzana fuji Sin marca (1 kg.),Tienda Inglesa,149.0
2025-06-01,Frutas Y Verduras,manzana granny smith Sin marca (1 kg.),Macro,119.9
2025-06-01,Frutas Y Verduras,manzana granny smith Sin marca (1 kg.),Micro Macro,119.9
2025-06-01,Frutas Y Verduras,manzana granny smith Sin marca (1 kg.),Red Market,132.5
2025-06-01,Frutas Y Verduras,manzana granny smith Sin marca (1 kg.),Ta - Ta,149.0
2025-06-01,Frutas Y Verduras,manzana granny smith Sin marca (1 kg.),Tienda Inglesa,149.0
2025-06-01,Frutas Y Verduras,manzana red deliciosa Sin marca (1 kg.),Devoto,143.0
2025-06-01,Frutas Y Verduras,manzana red deliciosa Sin marca (1 kg.),Disco,139.0
2025-06-01,Frutas Y Verduras,manzana red deliciosa Sin marca (1 kg.),Macro,134.9
2025-06-01,Frutas Y Verduras,manzana red deliciosa Sin marca (1 kg.),Micro Macro,134.9
2025-06-01,Frutas Y Verduras,manzana red deliciosa Sin marca (1 kg.),Red Market,126.0
2025-06-01,Frutas Y Verduras,manzana red deliciosa Sin marca (1 kg.),Ta - Ta,149.0
2025-06-01,Frutas Y Verduras,manzana red deliciosa Sin marca (1 kg.),Tienda Inglesa,159.0
2025-06-01,Frutas Y Verduras,naranja navel Sin marca (1 kg.),Macro,52.9
2025-06-01,Frutas Y Verduras,naranja navel Sin marca (1 kg.),Micro Macro,52.9
2025-06-01,Frutas Y Verduras,naranja navel Sin marca (1 kg.),Red Market,66.5
2025-06-01,Frutas Y Verduras,naranja navel Sin marca (1 kg.),Ta - Ta,59.0
2025-06-01,Frutas Y Verduras,papa blanca Sin marca (1 kg.),Devoto,109.0
2025-06-01,Frutas Y Verduras,papa blanca Sin marca (1 kg.),Disco,109.0
2025-06-01,Frutas Y Verduras,papa blanca Sin marca (1 kg.),Macro,114.9
2025-06-01,Frutas Y Verduras,papa blanca Sin marca (1 kg.),Micro Macro,114.9
2025-06-01,Frutas Y Verduras,papa blanca Sin marca (1 kg.),Red Market,73.5
2025-06-01,Frutas Y Verduras,papa blanca Sin marca (1 kg.),Ta - Ta,109.0
2025-06-01,Frutas Y Verduras,papa blanca Sin marca (1 kg.),Tienda Inglesa,109.0
2025-06-01,Frutas Y Verduras,papa rosada Sin marca (1 kg.),Devoto,104.0
2025-06-01,Frutas Y Verduras,papa rosada Sin marca (1 kg.),Disco,99.0
2025-06-01,Frutas Y Verduras,papa rosada Sin marca (1 kg.),Macro,108.9
2025-06-01,Frutas Y Verduras,papa rosada Sin marca (1 kg.),Micro Macro,108.9
2025-06-01,Frutas Y Verduras,papa rosada Sin marca (1 kg.),Red Market,69.0
2025-06-01,Frutas Y Verduras,papa rosada Sin marca (1 kg.),Tienda Inglesa,99.0
2025-06-01,Frutas Y Verduras,tomate americano Sin marca (1 kg.),Devoto,149.0
2025-06-01,Frutas Y Verduras,tomate americano Sin marca (1 kg.),Disco,149.0
2025-06-01,Frutas Y Verduras,tomate americano Sin marca (1 kg.),Macro,129.9
2025-06-01,Frutas Y Verduras,tomate americano Sin marca (1 kg.),Micro Macro,129.9
2025-06-01,Frutas Y Verduras,tomate americano Sin marca (1 kg.),Ta - Ta,119.0
2025-06-01,Frutas Y Verduras,tomate americano Sin marca (1 kg.),Tienda Inglesa,159.0
2025-06-01,Frutas Y Verduras,tomate perita Sin marca (1 kg.),Devoto,169.0
2025-06-01,Frutas Y Verduras,tomate perita Sin marca (1 kg.),Disco,169.0
2025-06-01,Frutas Y Verduras,tomate perita Sin marca (1 kg.),Macro,179.9
2025-06-01,Frutas Y Verduras,tomate perita Sin marca (1 kg.),Micro Macro,179.9
2025-06-01,Frutas Y Verduras,zapallo calabacin Sin marca (1 kg.),Macro,49.9
2025-06-01,Frutas Y Verduras,zapallo calabacin Sin marca (1 kg.),Micro Macro,49.9
2025-06-01,Frutas Y Verduras,zapallo calabacin Sin marca (1 kg.),Red Market,39.0
2025-06-01,Frutas Y Verduras,zapallo criollo Sin marca (1 kg.),Red Market,59.0
2025-06-01,Frutas Y Verduras,zapallo criollo Sin marca (1 kg.),Tienda Inglesa,73.0
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),Devoto,154.0
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),Disco,148.0
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),El Dorado,147.0
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),Kinko,163.0
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),Macro,129.4
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),Red Expres,131.0
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),Red Market,82.0
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),Ta - Ta,153.0
2025-06-01,Limpieza Del Hogar,detergente comun Deterjane limon (envase 1.250 lt.),Tienda Inglesa,145.0
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Devoto,129.0
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Disco,129.0
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),El Clon,149.0
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),El Dorado,134.9
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),FarmaGlobal,174.9
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Farmashop,140.0
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Macro,137.4
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Micro Macro,148.4
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Red Expres,129.0
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Red Market,129.0
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Ta - Ta,134.0
2025-06-01,Limpieza Del Hogar,detergente comun Hurra nevex limon (envase 1.250 lt.),Tienda Inglesa,134.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),Devoto,78.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),Disco,75.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),El Dorado,77.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),Frog,69.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),Kinko,90.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),Red Expres,89.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),Red Market,75.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),Ta - Ta,73.0
2025-06-01,Limpieza Del Hogar,detergente comun Protergente (envase 1 lt.),Tienda Inglesa,85.5
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Devoto,98.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Disco,98.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),El Clon,85.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),El Dorado,78.3
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),FarmaGlobal,68.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Farmashop,87.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Kinko,102.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Macro,89.2
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Micro Macro,96.3
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Red Expres,75.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Red Market,87.8
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Ta - Ta,88.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Agua jane (botella 1 lt.),Tienda Inglesa,70.5
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Devoto,93.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Disco,89.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),El Dorado,87.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),FarmaGlobal,100.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Farmashop,74.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Frog,68.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Kinko,87.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Macro,75.3
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Micro Macro,81.3
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Red Expres,66.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Red Market,72.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Ta - Ta,87.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Sello rojo (botella 1 lt.),Tienda Inglesa,92.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Solucion cristal (botella 1 lt.),El Dorado,77.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Solucion cristal (botella 1 lt.),FarmaGlobal,80.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Solucion cristal (botella 1 lt.),Farmashop,79.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Solucion cristal (botella 1 lt.),Frog,61.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Solucion cristal (botella 1 lt.),Red Expres,66.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Solucion cristal (botella 1 lt.),Red Market,52.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Solucion cristal (botella 1 lt.),Ta - Ta,76.0
2025-06-01,Limpieza Del Hogar,hipolclorito de sodio comun Solucion cristal (botella 1 lt.),Tienda Inglesa,77.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Bull dog (unidad 300 grs.),El Clon,79.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Bull dog (unidad 300 grs.),El Dorado,46.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Bull dog (unidad 300 grs.),FarmaGlobal,52.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Bull dog (unidad 300 grs.),Farmashop,87.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Bull dog (unidad 300 grs.),Red Expres,86.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Bull dog (unidad 300 grs.),Red Market,45.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Bull dog (unidad 300 grs.),Ta - Ta,89.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Bull dog (unidad 300 grs.),Tienda Inglesa,97.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Nevex (unidad 200 grs.),Devoto,60.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Nevex (unidad 200 grs.),Disco,58.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Nevex (unidad 200 grs.),El Dorado,59.9
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Nevex (unidad 200 grs.),FarmaGlobal,68.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Nevex (unidad 200 grs.),Frog,58.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Nevex (unidad 200 grs.),Red Expres,57.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Nevex (unidad 200 grs.),Red Market,60.5
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Nevex (unidad 200 grs.),Tienda Inglesa,62.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Primor (unidad 200 grs.),Devoto,36.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Primor (unidad 200 grs.),Disco,36.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Primor (unidad 200 grs.),El Dorado,44.9
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Primor (unidad 200 grs.),Farmashop,35.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Primor (unidad 200 grs.),Red Expres,39.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Primor (unidad 200 grs.),Red Market,35.0
2025-06-01,Limpieza Del Hogar,jabon para ropa en barra Primor (unidad 200 grs.),Ta - Ta,37.0
